timestamp,price
2025-08-08 19:04:14.221,116506.94482165811
2025-08-08 20:04:00.556,116449.75033943536
2025-08-08 21:09:38.840,116834.12792892547
2025-08-08 22:02:52.050,116951.43064524583
2025-08-08 23:05:57.409,116895.02084894278
2025-08-09 00:06:47.589,116686.72473635004
2025-08-09 01:09:28.000,116611.67486663083
2025-08-09 02:09:05.258,116566.64327820552
2025-08-09 03:04:22.156,116441.19539824275
2025-08-09 04:03:56.094,116397.67926922366
2025-08-09 05:09:05.226,116423.53362042307
2025-08-09 06:09:43.458,116708.22561872333
2025-08-09 07:04:46.588,116653.89502137293
2025-08-09 08:09:55.122,116768.27206611432
2025-08-09 09:09:39.954,117077.76520803696
2025-08-09 10:11:12.754,117533.0938367717
2025-08-09 11:04:23.919,117441.67571151303
2025-08-09 12:09:31.285,117108.46189936704
2025-08-09 13:01:35.758,117097.50306534256
2025-08-09 14:00:57.348,116996.92141091316
2025-08-09 15:04:23.441,116965.931269068
2025-08-09 16:04:30.776,116845.40417692252
2025-08-09 17:03:27.918,116667.73371007525
2025-08-09 18:09:00.518,116660.84198406573
2025-08-09 19:08:36.104,116647.05734217919
2025-08-09 20:09:30.112,116541.07584253287
2025-08-09 21:09:42.014,116772.10508620345
2025-08-09 22:00:52.671,116558.88597472935
2025-08-09 23:03:31.847,116566.51461542826
2025-08-10 00:04:22.718,116500.75461167548
2025-08-10 01:04:44.413,116751.1710115442
2025-08-10 02:09:51.382,116590.00131863818
2025-08-10 03:09:40.062,117185.6437180893
2025-08-10 04:09:40.094,118538.65921139685
2025-08-10 05:05:34.524,118475.54198995137
2025-08-10 06:08:46.539,118131.42066249595
2025-08-10 07:02:32.178,118090.62338617022
2025-08-10 08:09:49.498,117703.56878418477
2025-08-10 09:04:25.722,118334.58450952364
2025-08-10 10:03:31.843,118274.41454652132
2025-08-10 11:06:37.087,118029.60218713529
2025-08-10 12:09:20.429,118379.76563177402
2025-08-10 13:08:50.283,118555.1485677981
2025-08-10 14:08:45.387,118525.12058429095
2025-08-10 15:04:12.516,118769.18117027791
2025-08-10 16:08:52.375,118850.97436498552
2025-08-10 17:04:57.659,118651.23706385492
2025-08-10 18:03:00.796,118529.32474061087
2025-08-10 19:08:53.556,118544.25854208015
2025-08-10 20:08:34.773,118667.49106893358
2025-08-10 21:09:58.195,118199.18286311012
2025-08-10 22:09:35.415,118706.00947854224
2025-08-10 23:03:50.568,119034.73953042638
2025-08-11 00:06:07.824,119248.44827754395
2025-08-11 01:08:22.244,119164.91952585697
2025-08-11 02:03:48.310,119884.43571196456
2025-08-11 03:09:41.482,121778.22038654986
2025-08-11 04:08:59.973,121768.13958561119
2025-08-11 05:04:53.796,122019.47351481064
2025-08-11 06:02:18.822,122002.44532495784
2025-08-11 07:04:47.460,122227.46933490643
2025-08-11 08:09:11.260,121429.25321241302
2025-08-11 09:13:59.934,121631.06594087846
2025-08-11 10:04:11.872,121335.5774995321
2025-08-11 11:05:00.657,121120.14375587818
2025-08-11 12:04:23.615,120483.17470655062
2025-08-11 13:08:17.602,119580.94978885303
2025-08-11 14:04:08.584,119923.9513771743
2025-08-11 15:09:39.853,120124.3733013551
2025-08-11 16:09:27.208,120305.33180520462
2025-08-11 17:04:30.933,120014.11846292738
2025-08-11 18:08:12.745,119380.19328770376
2025-08-11 19:04:24.100,119751.57500679207
2025-08-11 20:04:33.741,118883.52381840459
2025-08-11 21:03:01.862,118962.10530010339
2025-08-11 22:09:18.187,118589.49279908501
2025-08-11 23:08:06.940,118817.45636188111
2025-08-12 00:02:30.989,118726.76097608739
2025-08-12 01:09:46.825,118904.68279550895
2025-08-12 02:14:30.494,118967.3797304084
2025-08-12 03:08:49.156,119064.83105236376
2025-08-12 04:02:18.283,118826.43996825363
2025-08-12 05:08:46.992,118875.11404789456
2025-08-12 06:08:59.637,118818.97863462681
2025-08-12 07:08:53.374,118904.74241103428
2025-08-12 08:09:12.109,118924.78864370867
2025-08-12 09:09:39.472,118838.07911439084
2025-08-12 10:10:38.222,118378.15935892852
2025-08-12 11:01:38.822,118478.058371425
2025-08-12 12:02:37.488,118506.5836448425
2025-08-12 13:03:23.555,119166.56754782685
2025-08-12 14:10:17.546,118903.58407259917
2025-08-12 15:05:46.212,119433.34179634372
2025-08-12 16:07:17.754,119934.61846238268
2025-08-12 17:04:22.749,119630.36049684513
2025-08-12 18:04:40.662,119308.49414708451
2025-08-12 19:09:39.745,119411.01075640788
2025-08-12 20:11:50.274,119625.03938550693
2025-08-12 21:09:59.728,120016.48317663175
2025-08-12 22:09:30.769,119804.27106209096
2025-08-12 23:09:30.601,119999.15738034059
2025-08-13 00:10:07.169,120106.09706605313
2025-08-13 01:00:50.255,119719.17942452389
2025-08-13 02:08:16.676,119344.75267924949
2025-08-13 03:04:46.984,119565.54674419579
2025-08-13 04:04:03.443,119476.81028440251
2025-08-13 05:09:51.497,119329.2207541788
2025-08-13 06:04:17.220,119019.98754398024
2025-08-13 07:04:22.376,119400.0823890513
2025-08-13 08:05:45.810,119447.29320742634
2025-08-13 09:04:22.290,119961.31743970366
2025-08-13 10:06:18.661,120088.70517219532
2025-08-13 11:05:44.447,120489.21646853567
2025-08-13 12:04:54.741,120659.93968255015
2025-08-13 13:08:36.285,120334.65795575143
2025-08-13 14:00:42.736,121481.77364916756
2025-08-13 15:09:07.277,121125.28687546166
2025-08-13 16:08:48.880,121171.2743899936
2025-08-13 17:01:02.871,121432.344266374
2025-08-13 18:02:07.157,121796.38787126781
2025-08-13 19:02:34.493,121573.55140785241
2025-08-13 20:09:01.226,122736.16844950369
2025-08-13 21:09:23.117,122850.47480835272
2025-08-13 22:04:11.504,122655.92371568155
2025-08-13 23:05:46.087,123066.19096595528
2025-08-14 00:04:14.138,123419.33444694606
2025-08-14 01:04:45.718,123770.05025514928
2025-08-14 02:22:42.015,123566.4525746493
2025-08-14 03:14:19.483,123782.08008719778
2025-08-14 03:21:25.544,123732.10955513605
2025-08-14 04:09:46.133,123429.5512477068
2025-08-14 05:09:12.479,123133.50376717577
2025-08-14 06:04:49.799,122081.40740761199
2025-08-14 07:02:44.678,121814.87572168793
2025-08-14 08:10:29.582,121835.4214245897
2025-08-14 09:08:46.367,121704.7226137641
2025-08-14 10:09:11.689,121611.5814603175
2025-08-14 11:09:30.613,120911.85757179689
2025-08-14 12:05:50.438,120915.1358091418
2025-08-14 13:09:23.675,119324.09392463375
2025-08-14 14:06:57.496,118348.9031066928
2025-08-14 15:09:08.431,118766.88768939592
2025-08-14 16:02:16.728,118220.42386146332
2025-08-14 17:02:53.512,117846.8293927414
2025-08-14 18:03:28.287,117907.69961243957
2025-08-14 19:02:08.088,118140.15175629064
2025-08-14 20:03:14.751,117999.92193421233
2025-08-14 21:01:49.666,117972.50058212507
2025-08-14 22:02:56.603,117848.00060956631
2025-08-14 23:03:09.940,118327.47253939268
2025-08-15 00:03:27.613,118387.76940297017
2025-08-15 01:00:38.512,118319.47330275648
2025-08-15 02:01:36.429,118766.71007333513
2025-08-15 03:00:36.953,118785.93318559029
2025-08-15 04:01:48.855,119049.72027859472
2025-08-15 05:03:19.015,118938.14472096805
2025-08-15 06:01:35.001,119044.65802389507
2025-08-15 07:02:27.043,119160.51538435975
2025-08-15 08:03:03.800,119084.85197497487
2025-08-15 09:03:08.736,118970.54631253434
2025-08-15 10:02:57.439,118856.5972093437
2025-08-15 11:00:30.668,118971.70611595799
2025-08-15 12:03:30.173,119094.80293447574
2025-08-15 13:00:48.512,118775.09135434593
2025-08-15 14:03:32.043,117912.93866816521
2025-08-15 15:02:41.037,117387.54999240847
2025-08-15 16:00:23.626,117367.4347951849
2025-08-15 17:01:08.736,117407.49931529992
2025-08-15 18:01:04.967,117670.62799352725
2025-08-15 18:44:51.000,117364.40648477829
